timestamp,api_replicas,app_replicas,db_replicas
2026-02-18T11:30:24+00:00,5.0,1.0,1.0
2026-02-18T11:30:39+00:00,5.0,1.0,1.0
2026-02-18T11:30:54+00:00,5.0,1.0,1.0
2026-02-18T11:31:09+00:00,5.0,1.0,1.0
2026-02-18T11:31:24+00:00,4.0,1.0,1.0
2026-02-18T11:31:39+00:00,4.0,1.0,1.0
2026-02-18T11:31:54+00:00,3.0,1.0,1.0
2026-02-18T11:32:09+00:00,3.0,1.0,1.0
2026-02-18T11:32:24+00:00,4.0,1.0,1.0
2026-02-18T11:32:39+00:00,4.0,1.0,1.0
2026-02-18T11:32:54+00:00,4.0,1.0,1.0
2026-02-18T11:33:09+00:00,4.0,1.0,1.0
2026-02-18T11:33:24+00:00,4.0,1.0,1.0
2026-02-18T11:33:39+00:00,4.0,1.0,1.0
2026-02-18T11:33:54+00:00,5.0,1.0,1.0
2026-02-18T11:34:09+00:00,5.0,1.0,1.0
2026-02-18T11:34:24+00:00,5.0,1.0,1.0
2026-02-18T11:34:39+00:00,5.0,1.0,1.0
2026-02-18T11:34:54+00:00,4.0,1.0,1.0
2026-02-18T11:35:09+00:00,4.0,1.0,1.0
2026-02-18T11:35:24+00:00,4.0,1.0,1.0
2026-02-18T11:35:39+00:00,4.0,1.0,1.0
2026-02-18T11:35:54+00:00,5.0,1.0,1.0
2026-02-18T11:36:09+00:00,5.0,1.0,1.0
2026-02-18T11:36:24+00:00,5.0,1.0,1.0
2026-02-18T11:36:39+00:00,5.0,1.0,1.0
2026-02-18T11:36:54+00:00,5.0,1.0,1.0
2026-02-18T11:37:09+00:00,5.0,1.0,1.0
2026-02-18T11:37:24+00:00,4.0,1.0,1.0
2026-02-18T11:37:39+00:00,4.0,1.0,1.0
2026-02-18T11:37:54+00:00,4.0,1.0,1.0
2026-02-18T11:38:09+00:00,4.0,1.0,1.0
2026-02-18T11:38:24+00:00,5.0,1.0,1.0
2026-02-18T11:38:39+00:00,5.0,1.0,1.0
2026-02-18T11:38:54+00:00,5.0,1.0,1.0
2026-02-18T11:39:09+00:00,5.0,1.0,1.0
2026-02-18T11:39:24+00:00,5.0,1.0,1.0
2026-02-18T11:39:39+00:00,5.0,1.0,1.0
2026-02-18T11:39:54+00:00,4.0,1.0,1.0
2026-02-18T11:40:09+00:00,4.0,1.0,1.0
2026-02-18T11:40:24+00:00,4.0,1.0,1.0
2026-02-18T11:40:39+00:00,4.0,1.0,1.0
2026-02-18T11:40:54+00:00,5.0,1.0,1.0
2026-02-18T11:41:09+00:00,5.0,1.0,1.0
2026-02-18T11:41:24+00:00,5.0,1.0,1.0
2026-02-18T11:41:39+00:00,5.0,1.0,1.0
2026-02-18T11:41:54+00:00,5.0,1.0,1.0
2026-02-18T11:42:09+00:00,5.0,1.0,1.0
2026-02-18T11:42:24+00:00,4.0,1.0,1.0
2026-02-18T11:42:39+00:00,4.0,1.0,1.0
2026-02-18T11:42:54+00:00,3.0,1.0,1.0
2026-02-18T11:43:09+00:00,3.0,1.0,1.0
2026-02-18T11:43:24+00:00,3.0,1.0,1.0
2026-02-18T11:43:39+00:00,3.0,1.0,1.0
2026-02-18T11:43:54+00:00,3.0,1.0,1.0
2026-02-18T11:44:09+00:00,3.0,1.0,1.0
2026-02-18T11:44:24+00:00,4.0,1.0,1.0
2026-02-18T11:44:39+00:00,4.0,1.0,1.0
2026-02-18T11:44:54+00:00,4.0,1.0,1.0
2026-02-18T11:45:09+00:00,4.0,1.0,1.0
2026-02-18T11:45:24+00:00,5.0,1.0,1.0
2026-02-18T11:45:39+00:00,5.0,1.0,1.0
2026-02-18T11:45:54+00:00,5.0,1.0,1.0
2026-02-18T11:46:09+00:00,5.0,1.0,1.0
2026-02-18T11:46:24+00:00,4.0,1.0,1.0
2026-02-18T11:46:39+00:00,4.0,1.0,1.0
2026-02-18T11:46:54+00:00,5.0,1.0,1.0
2026-02-18T11:47:09+00:00,5.0,1.0,1.0
2026-02-18T11:47:24+00:00,4.0,1.0,1.0
2026-02-18T11:47:39+00:00,4.0,1.0,1.0
2026-02-18T11:47:54+00:00,4.0,1.0,1.0
2026-02-18T11:48:09+00:00,4.0,1.0,1.0
2026-02-18T11:48:24+00:00,3.0,1.0,1.0
2026-02-18T11:48:39+00:00,3.0,1.0,1.0
